Project_ID,Area_Type,Built_Up_Area_sqft,Floors,Wall_Thickness_inches,Roof_Type,Soil_Type,Paint_Type,Flooring,Construction_Quality,Cement_Required_bags,Sand_Required_m3,Aggregate_Required_m3,Steel_Required_kg,Bricks_Required_units,Paint_Required_litres,Total_Material_Cost_INR,Labour_Cost_INR,Total_Construction_Cost_INR
P0823,Urban,1614,2,6.0,RCC Flat Roof,Hard,Lustre Paint,Granite,Premium,694,42.3,27.8,6491,14578,732,7589078,5893616,13482694
P0824,Semi-Urban,1322,2,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,587,32.6,21.0,4690,11227,491,4499861,3082339,7582200
P0825,Urban,1442,1,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,579,39.3,24.1,5940,12360,703,4271645,2767288,7038933
P0826,Urban,950,1,4.5,Metal Sheet Roof,Hard,Distemper,Ceramic Tiles,Basic,420,26.6,17.8,4247,9095,469,2981334,1967462,4948796
P0827,Urban,1484,2,9.0,RCC Flat Roof,Medium,Apex Weather Proof,Granite,Premium,610,34.6,27.1,6211,13905,525,7373262,4636338,12009600
P0828,Urban,1545,3,6.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,599,41.8,25.2,5847,15326,628,7691555,6029273,13720828
P0829,Urban,1226,1,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,544,30.6,20.8,5210,9987,445,4265303,2853996,7119299
P0830,Urban,1276,1,6.0,RCC Flat Roof,Soft,Premium Acrylic,Ceramic Tiles,Standard,507,34.0,20.8,4732,12617,450,4813879,2976535,7790414
P0831,Urban,1468,1,9.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,605,37.6,25.6,5855,11971,555,8165915,5931274,14097189
P0832,Urban,1255,1,6.0,RCC Flat Roof,Medium,Premium Acrylic,Ceramic Tiles,Standard,485,34.6,19.5,5188,11727,567,4373508,3220428,7593936
P0833,Urban,1534,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Imported Vitrified Tiles,Premium,665,42.6,27.0,6095,14589,739,7873484,4869900,12743384
P0834,Urban,1581,2,6.0,RCC Sloped Roof,Medium,Lustre Paint,Imported Vitrified Tiles,Premium,637,37.8,26.7,6529,14045,702,7959611,6033911,13993522
P0835,Rural,1321,2,9.0,RCC Flat Roof,Hard,Plastic Emulsion,Ceramic Tiles,Standard,538,32.4,26.2,5541,12468,573,4780580,2949026,7729606
P0836,Semi-Urban,1227,1,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,491,31.7,19.5,4665,11008,507,4471443,3423589,7895032
P0837,Rural,994,1,4.5,Metal Sheet Roof,Hard,Distemper,Ceramic Tiles,Basic,422,24.0,18.3,4203,9324,364,2424204,1620088,4044292
P0838,Urban,1355,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,580,34.4,22.7,5698,12296,569,4151768,2877032,7028800
P0839,Semi-Urban,1292,1,6.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,559,34.9,25.1,5306,12560,455,4338887,3321115,7660002
P0840,Urban,1294,2,6.0,Slab Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,503,34.8,25.4,5535,12879,494,4384214,3328390,7712604
P0841,Urban,1662,2,6.0,RCC Flat Roof,Medium,Lustre Paint,Granite,Premium,681,41.1,33.0,6309,15381,686,7973200,6171987,14145187
P0842,Urban,1448,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,640,38.5,27.6,6245,13445,606,4780833,3032509,7813342
P0843,Rural,1710,3,6.0,RCC Sloped Roof,Medium,Royal Emulsion,Italian Marble,Premium,717,44.1,33.0,6927,15084,813,6262233,3856796,10119029
P0844,Semi-Urban,1032,1,4.5,RCC Flat Roof,Hard,Distemper,Ceramic Tiles,Basic,406,28.2,20.3,4619,10194,403,2878747,1995639,4874386
P0845,Urban,1542,3,9.0,RCC Flat Roof,Hard,Royal Emulsion,Granite,Premium,604,38.7,26.4,6770,13660,663,8661607,5369441,14031048
P0846,Urban,1401,1,9.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,602,32.7,22.2,6073,12212,585,4094068,3194922,7288990
P0847,Urban,1667,2,6.0,RCC Flat Roof,Hard,Royal Emulsion,Granite,Premium,699,45.6,30.3,6983,15561,695,8330156,5522032,13852188
P0848,Urban,1020,2,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,392,23.8,18.0,4279,9739,363,2846313,2013537,4859850
P0849,Urban,1279,2,9.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,506,31.2,23.4,5036,12216,585,4217887,3213313,7431200
P0850,Urban,1429,1,9.0,Slab Roof,Medium,Premium Acrylic,Ceramic Tiles,Standard,555,38.7,23.8,5849,12972,642,4761647,3116294,7877941
P0851,Urban,1405,3,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Italian Marble,Premium,630,37.7,26.1,5868,12889,643,8452848,5988705,14441553
P0852,Semi-Urban,1167,2,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Ceramic Tiles,Standard,470,31.8,22.4,5195,11180,523,4705507,2990838,7696345
P0853,Urban,1654,3,9.0,RCC Flat Roof,Medium,Royal Emulsion,Granite,Premium,689,45.6,31.6,7184,15458,654,6922250,5391902,12314152
P0854,Rural,956,1,4.5,RCC Flat Roof,Soft,Standard Acrylic,Ceramic Tiles,Basic,412,25.5,18.2,3891,7668,443,2597559,1988560,4586119
P0855,Urban,1451,3,6.0,RCC Flat Roof,Hard,Lustre Paint,Granite,Premium,605,32.2,22.1,5967,13947,603,7729258,5298865,13028123
P0856,Semi-Urban,1678,2,6.0,RCC Flat Roof,Hard,Apex Weather Proof,Granite,Premium,703,38.3,27.6,6700,15549,633,7316360,5736169,13052529
P0857,Urban,1615,1,9.0,RCC Sloped Roof,Hard,Apex Weather Proof,Imported Vitrified Tiles,Premium,653,42.5,27.8,6710,14019,643,7268184,5146172,12414356
P0858,Urban,1381,2,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,607,34.8,23.6,5664,12801,492,4855255,2975883,7831138
P0859,Urban,1179,1,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,465,32.2,23.5,4228,11465,481,4176509,2885033,7061542
P0860,Rural,1542,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Granite,Premium,692,42.4,28.7,5559,13074,582,8642538,6224357,14866895
P0861,Urban,1040,2,4.5,Metal Sheet Roof,Medium,Distemper,Ceramic Tiles,Basic,449,28.5,15.9,4185,8388,437,2602337,1642101,4244438
P0862,Urban,1288,1,9.0,RCC Flat Roof,Hard,Plastic Emulsion,Ceramic Tiles,Standard,509,29.5,25.2,5716,10336,591,4589338,3343111,7932449
P0863,Urban,1226,1,6.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,550,27.4,21.4,5239,10178,541,4290012,3179090,7469102
P0864,Semi-Urban,1284,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,538,33.3,21.2,4656,12225,613,4216162,3110937,7327099
P0865,Urban,1411,2,6.0,Slab Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,554,34.0,26.0,5309,12492,575,4543648,2954920,7498568
P0866,Semi-Urban,1388,1,6.0,Slab Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,574,30.9,24.0,5439,13267,559,4765548,2933822,7699370
P0867,Urban,1513,3,9.0,RCC Sloped Roof,Medium,Royal Emulsion,Granite,Premium,597,34.3,25.8,5577,12413,598,7923618,5031315,12954933
P0868,Urban,1686,3,9.0,RCC Flat Roof,Medium,Royal Emulsion,Italian Marble,Premium,739,43.9,31.2,6804,16472,653,6681535,4781652,11463187
P0869,Semi-Urban,1106,1,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,484,24.6,20.2,4218,9272,497,2670814,1821934,4492748
P0870,Urban,962,1,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,416,24.7,18.2,3688,9391,425,2749935,1763025,4512960
P0871,Urban,1350,1,9.0,RCC Flat Roof,Soft,Premium Acrylic,Vitrified Tiles,Standard,533,37.7,25.9,5790,11691,580,4101705,3116732,7218437
P0872,Urban,1735,3,9.0,RCC Flat Roof,Medium,Lustre Paint,Granite,Premium,669,47.3,26.5,7035,16585,637,6268880,4460565,10729445
P0873,Urban,1224,1,9.0,RCC Flat Roof,Medium,Premium Acrylic,Ceramic Tiles,Standard,496,33.0,19.5,5271,11401,463,4441785,3240967,7682752
P0874,Urban,1195,2,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,496,30.2,20.7,4503,9693,491,4157758,3225208,7382966
P0875,Urban,1561,3,9.0,RCC Flat Roof,Soft,Royal Emulsion,Italian Marble,Premium,700,37.6,26.3,6415,13344,709,6566223,4970244,11536467
P0876,Urban,1769,3,6.0,RCC Flat Roof,Medium,Royal Emulsion,Italian Marble,Premium,679,48.3,34.2,6823,17304,776,7710520,4963869,12674389
P0877,Urban,1285,2,9.0,Slab Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,532,35.0,21.2,4702,10641,609,4308508,2804890,7113398
P0878,Urban,1294,2,6.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,580,30.0,19.8,5641,12599,544,4298375,2976495,7274870
P0879,Semi-Urban,1427,2,9.0,RCC Sloped Roof,Soft,Apex Weather Proof,Granite,Premium,580,32.5,24.2,6340,13955,611,8109154,5583642,13692796
P0880,Urban,1587,2,9.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,648,41.9,31.5,6838,15680,588,6925033,5347506,12272539
P0881,Urban,1692,1,9.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,760,41.2,33.0,6418,16084,647,6755226,4696260,11451486
P0882,Semi-Urban,1198,1,6.0,RCC Flat Roof,Medium,Premium Acrylic,Ceramic Tiles,Standard,493,30.1,22.8,4705,11265,497,4573057,3243277,7816334
P0883,Semi-Urban,1402,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Granite,Premium,568,39.2,25.2,5466,13558,644,6578408,4295775,10874183
P0884,Urban,1581,2,6.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,635,36.2,26.0,5901,15568,729,7145380,5196241,12341621
P0885,Semi-Urban,1158,1,4.5,Metal Sheet Roof,Soft,Distemper,Ceramic Tiles,Basic,515,30.2,17.6,5001,9727,505,2365010,1657129,4022139
P0886,Urban,1619,3,6.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,669,44.3,25.8,6202,14234,709,8888112,5560455,14448567
P0887,Urban,1363,1,6.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,521,30.6,22.2,5511,12920,600,4125046,2944106,7069152
P0888,Urban,1719,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Italian Marble,Premium,683,43.7,25.9,6447,14539,666,8232987,5670878,13903865
P0889,Urban,1477,2,6.0,RCC Sloped Roof,Medium,Apex Weather Proof,Italian Marble,Premium,639,36.8,23.6,5353,12835,547,9016383,5528606,14544989
P0890,Urban,1585,2,9.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,699,38.0,24.8,6833,14816,612,7228068,4977649,12205717
P0891,Urban,1318,1,6.0,Slab Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,582,35.0,24.6,5069,12883,587,4851519,3087340,7938859
P0892,Urban,1139,1,4.5,Metal Sheet Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,496,30.3,20.9,4960,11251,497,2380632,1765019,4145651
P0893,Urban,1168,1,4.5,Metal Sheet Roof,Medium,Distemper,Mosaic,Basic,460,32.1,20.1,4955,10621,453,2856246,1902059,4758305
P0894,Rural,1264,1,9.0,RCC Flat Roof,Soft,Premium Acrylic,Vitrified Tiles,Standard,542,29.3,23.3,4768,12215,458,4711417,3058219,7769636
P0895,Urban,1388,1,9.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,598,36.2,27.1,5178,11342,497,4828573,3052615,7881188
P0896,Rural,1626,1,9.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,658,40.6,31.5,6952,13281,786,6772951,4739681,11512632
P0897,Semi-Urban,1466,3,6.0,RCC Flat Roof,Hard,Lustre Paint,Granite,Premium,576,39.3,27.5,6151,13157,593,6233240,4466955,10700195
P0898,Urban,993,1,6.0,RCC Flat Roof,Hard,Distemper,Ceramic Tiles,Basic,404,25.8,17.2,3856,8180,384,2307795,1769519,4077314
P0899,Semi-Urban,1766,2,6.0,RCC Flat Roof,Hard,Royal Emulsion,Granite,Premium,731,42.1,31.4,7363,14222,741,6015621,4660577,10676198
P0900,Urban,1540,2,9.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,592,38.4,26.7,5792,15158,635,7833197,4969346,12802543
P0901,Urban,1612,2,6.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,684,40.0,31.1,6193,13755,802,7126700,4467686,11594386
P0902,Urban,1476,2,9.0,RCC Flat Roof,Soft,Royal Emulsion,Italian Marble,Premium,573,40.6,22.7,6182,12477,524,7807611,6046031,13853642
P0903,Urban,1568,3,9.0,RCC Flat Roof,Medium,Royal Emulsion,Italian Marble,Premium,661,36.9,26.1,6180,14203,654,6124644,4263297,10387941
P0904,Urban,1354,1,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,590,36.3,26.6,4853,11566,629,4250679,2908285,7158964
P0905,Urban,1369,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,540,34.7,27.2,4892,11729,529,4119950,3046265,7166215
P0906,Urban,1077,1,6.0,RCC Flat Roof,Hard,Distemper,Ceramic Tiles,Basic,426,24.7,19.5,4841,8998,465,2732753,2085356,4818109
P0907,Rural,1190,1,6.0,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,486,32.4,23.4,5346,11802,417,2415668,1876087,4291755
P0908,Urban,1428,2,9.0,RCC Flat Roof,Medium,Lustre Paint,Imported Vitrified Tiles,Premium,640,39.7,28.4,6130,14247,690,6869904,4874406,11744310
P0909,Semi-Urban,1414,1,6.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,540,35.5,22.6,6020,13125,690,8837824,5722514,14560338
P0910,Urban,1408,1,6.0,RCC Flat Roof,Soft,Premium Acrylic,Vitrified Tiles,Standard,550,31.6,26.3,6047,12416,576,4814680,2985477,7800157
P0911,Rural,1301,2,6.0,RCC Flat Roof,Medium,Premium Acrylic,Ceramic Tiles,Standard,571,35.8,22.4,5251,12338,591,4437179,2796086,7233265
P0912,Semi-Urban,1656,2,9.0,RCC Sloped Roof,Medium,Lustre Paint,Granite,Premium,636,46.0,27.7,7173,14302,736,9278684,5710738,14989422
P0913,Semi-Urban,1389,2,9.0,RCC Flat Roof,Soft,Premium Acrylic,Vitrified Tiles,Standard,529,32.0,26.7,4891,11759,643,4261610,2898755,7160365
P0914,Semi-Urban,1262,1,9.0,Slab Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,504,30.3,23.0,4657,12400,529,4489162,3256988,7746150
P0915,Semi-Urban,1365,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,587,36.9,23.2,5547,11541,605,3934263,3082082,7016345
P0916,Urban,1301,1,9.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,575,29.0,20.4,4660,12601,457,4675956,2968249,7644205
P0917,Urban,1503,1,9.0,RCC Flat Roof,Hard,Lustre Paint,Granite,Premium,659,39.6,28.8,5561,14695,598,5619329,4400796,10020125
P0918,Semi-Urban,1072,2,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,431,24.5,19.0,4058,9075,439,3000325,1941495,4941820
P0919,Urban,1016,1,6.0,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,406,24.3,16.8,4315,9259,490,2438997,1777494,4216491
P0920,Semi-Urban,1454,1,9.0,RCC Flat Roof,Hard,Royal Emulsion,Granite,Premium,597,32.8,26.3,5327,11854,653,8461512,5303230,13764742
P0921,Urban,1179,1,6.0,RCC Flat Roof,Hard,Standard Acrylic,Ceramic Tiles,Basic,505,26.1,22.8,4312,10644,518,2373894,1667101,4040995
P0922,Urban,1216,2,6.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,478,30.2,23.5,4282,11380,525,4257949,3209864,7467813
P0923,Semi-Urban,972,2,6.0,Metal Sheet Roof,Medium,Distemper,Mosaic,Basic,423,24.7,15.0,4036,8799,367,2677843,1691041,4368884
P0924,Urban,962,1,6.0,RCC Flat Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,420,26.1,14.8,3697,9018,408,2507183,1880295,4387478
P0925,Urban,1268,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,502,28.5,22.8,5561,11068,566,4251014,3156421,7407435
P0926,Urban,1517,2,9.0,RCC Sloped Roof,Medium,Royal Emulsion,Italian Marble,Premium,582,36.8,26.3,6233,12155,756,8107284,5826676,13933960
P0927,Semi-Urban,1627,2,9.0,RCC Flat Roof,Soft,Apex Weather Proof,Imported Vitrified Tiles,Premium,708,40.2,26.1,6033,13509,702,7797532,4877301,12674833
P0928,Rural,1317,1,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,522,29.2,25.1,5256,11344,481,4108312,3178987,7287299
P0929,Urban,1370,1,9.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,538,37.8,24.6,4961,11464,675,4716325,3088411,7804736
P0930,Semi-Urban,1436,2,9.0,RCC Sloped Roof,Hard,Royal Emulsion,Italian Marble,Premium,595,33.8,28.1,5598,13308,687,6414606,3947886,10362492
P0931,Urban,1499,1,6.0,RCC Flat Roof,Medium,Royal Emulsion,Granite,Premium,581,35.6,23.5,6510,14231,569,7127573,5151215,12278788
P0932,Rural,1090,1,6.0,Metal Sheet Roof,Hard,Distemper,Ceramic Tiles,Basic,489,28.7,19.9,4436,10894,541,2721060,1873098,4594158
P0933,Urban,1151,1,6.0,Metal Sheet Roof,Soft,Standard Acrylic,Ceramic Tiles,Basic,463,29.5,22.3,5045,9457,476,2623202,1838911,4462113
P0934,Rural,1419,2,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Ceramic Tiles,Standard,555,36.9,22.7,5556,12886,619,4577243,3100754,7677997
P0935,Semi-Urban,1680,1,6.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,684,46.9,27.3,6512,14451,615,6694830,4664013,11358843
P0936,Urban,1483,2,6.0,RCC Flat Roof,Hard,Apex Weather Proof,Italian Marble,Premium,605,38.4,26.2,5745,14799,586,7770056,5704378,13474434
P0937,Semi-Urban,1482,2,6.0,RCC Sloped Roof,Hard,Royal Emulsion,Italian Marble,Premium,593,38.1,26.3,6349,12654,663,5784323,4232540,10016863
P0938,Urban,967,2,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,369,22.5,16.6,3789,7821,423,2730696,1874334,4605030
P0939,Urban,1484,3,9.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,660,38.8,27.5,5539,14486,639,8997618,5718197,14715815
P0940,Urban,1408,1,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,584,34.0,22.9,5985,12220,583,4530899,3224562,7755461
P0941,Semi-Urban,1503,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Italian Marble,Premium,580,36.8,27.2,6260,14917,560,9032713,5556264,14588977
P0942,Semi-Urban,1275,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,500,32.9,23.1,5164,10838,517,4217613,3236615,7454228
P0943,Urban,1173,1,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,454,30.2,21.9,4566,11076,467,4796635,3101070,7897705
P0944,Urban,1036,2,6.0,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,420,28.3,16.2,3752,9311,405,2528653,1727453,4256106
P0945,Urban,1589,2,9.0,RCC Flat Roof,Hard,Royal Emulsion,Granite,Premium,642,41.3,31.0,6716,14971,647,7483673,4691122,12174795
P0946,Urban,1743,3,9.0,RCC Flat Roof,Hard,Lustre Paint,Granite,Premium,693,39.1,32.5,6621,15520,643,6705738,4320663,11026401
P0947,Urban,1780,2,9.0,RCC Flat Roof,Hard,Royal Emulsion,Granite,Premium,718,42.3,27.1,6288,15232,764,8608747,5899180,14507927
P0948,Urban,1054,2,4.5,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,437,23.7,21.0,4308,8972,458,2489871,1920009,4409880
P0949,Semi-Urban,1055,1,6.0,Metal Sheet Roof,Medium,Distemper,Mosaic,Basic,424,25.9,19.4,4065,9766,509,2993823,1931504,4925327
P0950,Urban,1265,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,484,31.6,24.4,5171,10820,518,4378708,2909228,7287936
P0951,Semi-Urban,1222,1,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,469,31.5,19.8,4574,12114,512,3955428,3085637,7041065
P0952,Urban,1305,2,6.0,RCC Flat Roof,Soft,Premium Acrylic,Ceramic Tiles,Standard,580,30.6,22.3,4586,12735,487,4639346,2945145,7584491
P0953,Urban,1495,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Imported Vitrified Tiles,Premium,607,38.0,27.7,6342,14017,598,6710149,5130517,11840666
P0954,Urban,1147,1,6.0,RCC Flat Roof,Soft,Standard Acrylic,Ceramic Tiles,Basic,462,27.4,18.1,4943,10919,484,2493615,1716679,4210294
P0955,Urban,1447,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,610,33.9,25.9,5624,11675,593,4647932,2907574,7555506
P0956,Urban,1299,1,6.0,RCC Flat Roof,Soft,Premium Acrylic,Vitrified Tiles,Standard,541,31.2,25.9,4961,12325,558,4368148,2954684,7322832
P0957,Urban,1373,2,6.0,Slab Roof,Medium,Premium Acrylic,Ceramic Tiles,Standard,543,36.2,24.2,5100,11519,497,4840483,3124339,7964822
P0958,Urban,1482,2,9.0,RCC Sloped Roof,Hard,Royal Emulsion,Imported Vitrified Tiles,Premium,645,41.4,29.4,5912,13920,543,8377617,5907226,14284843
P0959,Semi-Urban,1773,2,6.0,RCC Flat Roof,Hard,Apex Weather Proof,Italian Marble,Premium,726,48.3,33.4,7663,17631,723,7247675,5279000,12526675
P0960,Urban,1404,1,9.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,605,39.3,26.7,5393,13760,502,4315039,2834979,7150018
P0961,Urban,1746,2,6.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,670,45.6,26.8,6465,14292,627,6263427,4609349,10872776
P0962,Urban,1407,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,570,32.0,22.1,6177,14036,553,4528848,3435836,7964684
P0963,Urban,1559,3,9.0,RCC Sloped Roof,Medium,Lustre Paint,Granite,Premium,640,37.0,24.6,6279,14324,678,7681415,5866224,13547639
P0964,Urban,1179,2,9.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,475,33.0,22.6,5168,11641,472,4142086,3026327,7168413
P0965,Urban,1512,1,9.0,RCC Flat Roof,Medium,Royal Emulsion,Granite,Premium,650,35.1,23.9,6277,12974,750,8307676,5842907,14150583
P0966,Urban,1308,2,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,585,32.5,20.3,5605,12287,527,4713283,2972531,7685814
P0967,Rural,1186,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,467,29.9,21.4,4872,10408,490,4610701,2947152,7557853
P0968,Urban,1713,3,9.0,RCC Flat Roof,Hard,Lustre Paint,Imported Vitrified Tiles,Premium,720,45.0,33.1,7685,14558,646,8779869,6158997,14938866
P0969,Urban,1257,1,9.0,RCC Flat Roof,Soft,Premium Acrylic,Vitrified Tiles,Standard,526,28.0,24.7,5188,12555,541,4695341,3096376,7791717
P0970,Urban,1274,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,507,29.8,21.7,5214,11581,492,4681818,2949917,7631735
P0971,Urban,1281,1,6.0,Slab Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,502,31.5,21.4,5704,10868,538,4338316,2701150,7039466
P0972,Semi-Urban,953,2,4.5,Metal Sheet Roof,Medium,Distemper,Mosaic,Basic,392,25.2,16.7,3911,8201,362,2941744,2022770,4964514
P0973,Urban,1422,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,576,37.2,21.4,5438,12283,657,4277940,3112173,7390113
P0974,Semi-Urban,1416,2,9.0,RCC Flat Roof,Medium,Lustre Paint,Imported Vitrified Tiles,Premium,619,34.1,25.3,6276,12097,653,7594596,5848025,13442621
P0975,Urban,1764,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Granite,Premium,769,49.2,33.5,7422,14590,833,8711889,5707956,14419845
P0976,Semi-Urban,1431,2,6.0,RCC Sloped Roof,Medium,Royal Emulsion,Italian Marble,Premium,606,34.8,23.9,5916,13139,563,6347033,4808449,11155482
P0977,Urban,1364,2,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,522,34.1,20.5,6070,13085,516,4280454,3134742,7415196
P0978,Rural,1725,1,6.0,RCC Flat Roof,Soft,Lustre Paint,Granite,Premium,745,47.6,31.5,7711,14989,694,7032595,4835146,11867741
P0979,Urban,1356,2,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,568,30.8,20.9,5770,10873,669,4137249,2864175,7001424
P0980,Rural,1255,1,9.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,478,30.5,22.9,4711,11124,449,4201524,2856473,7057997
P0981,Semi-Urban,1716,1,6.0,RCC Flat Roof,Hard,Royal Emulsion,Imported Vitrified Tiles,Premium,660,43.9,30.3,6891,16724,653,6786794,5279768,12066562
P0982,Semi-Urban,1168,1,4.5,Metal Sheet Roof,Medium,Distemper,Ceramic Tiles,Basic,522,27.7,22.8,4567,10245,531,2435864,1909292,4345156
P0983,Urban,1702,3,6.0,RCC Flat Roof,Hard,Apex Weather Proof,Italian Marble,Premium,724,44.7,32.2,6916,14985,842,6869711,4643517,11513228
P0984,Semi-Urban,1430,3,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Italian Marble,Premium,549,36.1,27.5,5586,13679,679,6885622,4839291,11724913
P0985,Urban,1319,2,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,581,31.6,20.6,4706,11732,494,4375441,3158470,7533911
P0986,Semi-Urban,1204,1,9.0,RCC Flat Roof,Soft,Premium Acrylic,Vitrified Tiles,Standard,478,31.4,18.3,5222,10040,547,4234521,3149526,7384047
P0987,Urban,1420,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,620,32.8,21.9,5436,12565,612,4356813,3124680,7481493
P0988,Semi-Urban,1425,1,9.0,Slab Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,544,32.8,24.2,5438,11676,591,4084825,2954494,7039319
